ticker,sector,is_it,year,earn_date,entry_date,entry_price,surprise_pct,atr_pct,eff_stop_pct,pos_v2_dollar,v2_capped,v2_return_pct,v2_exit_reason,v2_holding_days,v2_stop_fired,v2_stop_first5,v2_return_dollar
PPG,Materials,False,2023,2023-04-20,2023-04-24,134.7783,17.21,1.926,8.0,10000.0,False,-9.042,hard_stop,37,True,False,-904.23
PPL,Utilities,False,2024,2024-08-02,2024-08-06,28.2479,15.69,2.025,8.0,10000.0,False,8.54,time,42,False,False,854.02
PGR,Financials,False,2024,2024-04-12,2024-04-16,191.0012,17.05,1.804,8.0,10000.0,False,-1.194,time,42,False,False,-119.43
PLD,Real Estate,False,2022,2022-01-19,2022-01-21,137.249,166.29,2.317,8.0,10000.0,False,-8.126,hard_stop,26,True,False,-812.6
PHM,Consumer Discretionary,False,2023,2023-01-31,2023-02-02,57.4852,24.4,2.706,8.0,10000.0,False,-8.153,hard_stop,15,True,False,-815.29
PHM,Consumer Discretionary,False,2023,2023-07-25,2023-07-27,83.0662,18.01,2.517,8.0,10000.0,False,-8.282,hard_stop,25,True,False,-828.24
RL,Consumer Discretionary,False,2024,2024-02-08,2024-02-12,168.9268,17.53,2.831,8.0,10000.0,False,4.61,time,42,False,False,461.05
RJF,Financials,False,2024,2024-10-23,2024-10-25,143.8656,22.19,2.148,8.0,10000.0,False,10.615,time,42,False,False,1061.5
RTX,Industrials,False,2025,2025-10-21,2025-10-23,175.5838,20.64,2.582,8.0,10000.0,False,-3.16,time,42,False,False,-316.04
REGN,Health Care,False,2022,2022-05-04,2022-05-06,633.8052,17.28,2.899,8.0,10000.0,False,-9.946,hard_stop,34,True,False,-994.62
REGN,Health Care,False,2023,2023-02-03,2023-02-07,759.4078,25.48,2.077,8.0,10000.0,False,-0.773,time,42,False,False,-77.32
HOOD,Financials,False,2024,2024-02-13,2024-02-15,13.4,315.67,3.982,8.0,10000.0,False,36.816,time,42,False,False,3681.59
HOOD,Financials,False,2024,2024-08-07,2024-08-09,17.8,37.33,7.718,15.437,5182.49,False,9.213,trail_stop,25,False,False,477.49
HOOD,Financials,False,2025,2025-02-12,2025-02-14,63.305,99.1,5.429,10.859,7367.47,False,-11.445,hard_stop,6,True,True,-843.18
ROK,Industrials,False,2025,2025-02-10,2025-02-12,294.6974,16.03,2.821,8.0,10000.0,False,-10.751,hard_stop,20,True,False,-1075.12
ROP,Information Technology,True,2024,2024-01-31,2024-02-02,536.0804,20.79,1.693,8.0,10000.0,False,0.597,time,42,False,False,59.73
ROST,Consumer Discretionary,False,2022,2022-11-17,2022-11-21,103.1032,23.49,4.175,8.35,9581.11,False,8.861,time,43,False,False,849.03
RCL,Consumer Discretionary,False,2024,2024-04-25,2024-04-29,137.1199,35.18,3.136,8.0,10000.0,False,10.142,time,42,False,False,1014.18
STX,Information Technology,True,2024,2024-01-24,2024-01-26,86.4117,290.81,2.737,8.0,10000.0,False,1.98,time,42,False,False,198.04
STX,Information Technology,True,2024,2024-07-23,2024-07-25,104.9854,39.35,2.691,8.0,10000.0,False,-8.924,hard_stop,5,True,True,-892.38
NOW,Information Technology,True,2024,2024-07-24,2024-07-26,165.17,27.27,3.558,8.0,10000.0,False,-0.098,time,42,False,False,-9.81
NOW,Information Technology,True,2024,2024-10-23,2024-10-25,191.452,31.29,2.35,8.0,10000.0,False,14.969,time,42,False,False,1496.93
SHW,Materials,False,2023,2023-07-25,2023-07-27,274.3086,22.31,1.791,8.0,10000.0,False,-3.521,time,42,False,False,-352.1
SJM,Consumer Staples,False,2022,2022-08-23,2022-08-25,125.5489,31.68,1.797,8.0,10000.0,False,-3.877,time,42,False,False,-387.74
SO,Utilities,False,2024,2024-08-01,2024-08-05,83.3493,18.46,1.705,8.0,10000.0,False,1.851,time,42,False,False,185.08
SWK,Industrials,False,2024,2024-10-29,2024-10-31,86.7194,16.52,3.231,8.0,10000.0,False,-8.322,hard_stop,14,True,False,-832.18
SYF,Financials,False,2025,2025-07-22,2025-07-24,70.8179,39.29,2.23,8.0,10000.0,False,7.214,time,42,False,False,721.45
TTWO,Communication Services,False,2024,2024-11-06,2024-11-08,179.17,38.41,2.295,8.0,10000.0,False,1.563,time,42,False,False,156.28
TTWO,Communication Services,False,2025,2025-02-06,2025-02-10,210.01,29.71,3.026,8.0,10000.0,False,1.667,time,42,False,False,166.66
TRGP,Energy,False,2022,2022-02-24,2022-02-28,58.0842,37.9,2.979,8.0,10000.0,False,15.905,time,42,False,False,1590.53
TRGP,Energy,False,2024,2024-11-05,2024-11-07,179.4839,19.13,2.604,8.0,10000.0,False,3.92,trail_stop,32,False,False,391.98
TGT,Consumer Staples,False,2024,2024-03-05,2024-03-07,160.812,23.52,2.588,8.0,10000.0,False,-4.811,time,42,False,False,-481.14
TRV,Financials,False,2022,2022-01-20,2022-01-24,148.6706,36.31,2.489,8.0,10000.0,False,4.809,time,42,False,False,480.87
TRV,Financials,False,2022,2022-04-19,2022-04-21,165.4852,16.69,2.035,8.0,10000.0,False,-0.736,time,42,False,False,-73.59
TRV,Financials,False,2024,2024-01-19,2024-01-23,204.1029,37.79,1.737,8.0,10000.0,False,2.946,time,42,False,False,294.56
TSN,Consumer Staples,False,2024,2024-05-06,2024-05-08,55.0723,56.81,2.268,8.0,10000.0,False,-3.878,time,43,False,False,-387.84
UBER,Industrials,False,2023,2023-05-02,2023-05-04,37.48,111.86,3.737,8.0,10000.0,False,13.792,time,42,False,False,1379.22
UBER,Industrials,False,2024,2024-02-07,2024-02-09,71.43,115.9,2.663,8.0,10000.0,False,11.547,time,42,False,False,1154.65
UBER,Industrials,False,2024,2024-10-31,2024-11-04,72.75,125.2,3.222,8.0,10000.0,False,-10.337,hard_stop,31,True,False,-1033.68
ULTA,Consumer Discretionary,False,2022,2022-05-26,2022-05-31,421.5,40.66,5.088,10.176,7861.97,False,-10.209,hard_stop,35,True,False,-802.61
ULTA,Consumer Discretionary,False,2023,2023-03-09,2023-03-13,516.29,19.23,1.861,8.0,10000.0,False,6.026,time,42,False,False,602.57
VLO,Energy,False,2022,2022-04-26,2022-04-28,96.9024,40.32,3.8,8.0,10000.0,False,8.448,trail_stop,11,False,False,844.8
VTR,Real Estate,False,2024,2024-08-01,2024-08-05,52.4684,92.0,1.674,8.0,10000.0,False,14.497,time,42,False,False,1449.66
VTR,Real Estate,False,2025,2025-10-29,2025-10-31,72.7143,51.89,2.163,8.0,10000.0,False,5.131,time,42,False,False,513.1
VRT,Industrials,False,2023,2023-08-02,2023-08-04,34.8336,59.38,4.112,8.223,9728.48,False,7.281,trail_stop,40,False,False,708.3
VRT,Industrials,False,2024,2024-04-24,2024-04-26,92.6168,19.82,6.329,12.657,6320.37,False,6.162,trail_stop,21,False,False,389.44
VRT,Industrials,False,2025,2025-10-22,2025-10-24,186.697,25.02,5.668,11.336,7056.93,False,-12.422,hard_stop,20,True,False,-876.59
VST,Utilities,False,2023,2023-08-09,2023-08-11,29.7123,42.68,2.244,8.0,10000.0,False,9.442,time,42,False,False,944.18
VMC,Materials,False,2023,2023-08-03,2023-08-07,222.8051,19.57,1.968,8.0,10000.0,False,-6.91,time,42,False,False,-690.97
WRB,Financials,False,2022,2022-04-25,2022-04-27,40.7151,16.76,2.178,8.0,10000.0,False,5.075,time,42,False,False,507.47
GWW,Industrials,False,2022,2022-04-28,2022-05-02,484.2473,15.53,2.94,8.0,10000.0,False,-8.642,hard_stop,9,True,False,-864.17
WAB,Industrials,False,2024,2024-04-24,2024-04-26,161.2463,27.38,2.275,8.0,10000.0,False,0.21,time,42,False,False,21.03
WFC,Financials,False,2024,2024-04-12,2024-04-16,54.0606,15.7,1.878,8.0,10000.0,False,6.757,time,42,False,False,675.68
WFC,Financials,False,2024,2024-10-11,2024-10-15,60.5736,18.08,2.477,8.0,10000.0,False,19.108,time,42,False,False,1910.79
WELL,Real Estate,False,2023,2023-10-30,2023-11-01,79.3701,45.82,2.121,8.0,10000.0,False,9.135,time,42,False,False,913.54
WST,Health Care,False,2023,2023-04-27,2023-05-01,358.6544,18.84,2.569,8.0,10000.0,False,-1.186,time,42,False,False,-118.61
WSM,Consumer Discretionary,False,2024,2024-05-22,2024-05-24,139.9251,50.7,4.328,8.656,9242.21,False,4.739,trail_stop,32,False,False,437.97
WDAY,Information Technology,True,2023,2023-05-25,2023-05-30,217.37,16.62,2.92,8.0,10000.0,False,1.997,time,42,False,False,199.66
XEL,Utilities,False,2025,2025-07-31,2025-08-04,71.5634,16.29,1.654,8.0,10000.0,False,-0.2,time,42,False,False,-20.04
AES,Utilities,False,2026,2026-03-02,2026-03-04,14.0073,33.04,4.549,9.097,8793.8,False,1.904,time,42,False,False,167.44
BKR,Energy,False,2026,2026-04-23,2026-04-27,69.7667,90.5,3.173,8.0,10000.0,False,-8.939,hard_stop,10,True,False,-893.94
CASY,Consumer Staples,False,2026,2026-03-09,2026-03-11,688.7521,16.64,2.709,8.0,10000.0,False,12.395,time,42,False,False,1239.47
FIX,Industrials,False,2026,2026-02-19,2026-02-23,1461.6676,38.71,5.201,10.403,7690.32,False,-12.527,hard_stop,11,True,False,-963.39
CVS,Health Care,False,2026,2026-05-06,2026-05-08,88.0,16.48,2.768,8.0,10000.0,False,5.402,trail_stop,18,False,False,540.15
DVA,Health Care,False,2026,2026-05-05,2026-05-07,194.32,23.18,3.401,8.0,10000.0,False,6.994,time,42,False,False,699.36
DELL,Information Technology,True,2026,2026-05-28,2026-06-01,426.15,63.99,5.633,11.267,7100.6,False,-13.216,hard_stop,9,True,False,-938.42
EME,Industrials,False,2026,2026-04-29,2026-05-01,899.9,17.1,3.183,8.0,10000.0,False,-8.121,hard_stop,28,True,False,-812.09
FDX,Industrials,False,2026,2026-03-19,2026-03-23,293.0177,25.52,3.175,8.0,10000.0,False,2.018,trail_stop,42,False,False,201.83
BEN,Financials,False,2026,2026-01-30,2026-02-03,26.4247,23.96,2.675,8.0,10000.0,False,-12.223,hard_stop,37,True,False,-1222.3
GEV,Industrials,False,2026,2026-04-22,2026-04-24,1160.4271,771.56,3.502,8.0,10000.0,False,-8.433,hard_stop,5,True,True,-843.31
GNRC,Industrials,False,2026,2026-04-29,2026-05-01,260.02,25.68,3.9,8.0,10000.0,False,-8.042,hard_stop,40,True,False,-804.17
HAL,Energy,False,2026,2026-01-21,2026-01-23,34.4161,26.32,3.974,8.0,10000.0,False,-1.483,time,42,False,False,-148.3
HAS,Consumer Discretionary,False,2026,2026-02-10,2026-02-12,105.1649,59.28,2.646,8.0,10000.0,False,-9.314,hard_stop,21,True,False,-931.39
HSY,Consumer Staples,False,2026,2026-02-05,2026-02-09,228.9056,21.77,2.699,8.0,10000.0,False,-8.708,hard_stop,38,True,False,-870.76
HPE,Information Technology,True,2026,2026-06-01,2026-06-03,54.0219,195.76,6.331,12.661,6318.5,False,-16.039,hard_stop,7,True,False,-1013.43
IRM,Real Estate,False,2026,2026-04-30,2026-05-04,125.9588,15.76,2.845,8.0,10000.0,False,0.255,time,42,False,False,25.5
LITE,Information Technology,True,2026,2026-02-03,2026-02-05,436.22,18.56,9.011,18.023,4438.87,False,42.795,trail_stop,26,False,False,1899.62
PFE,Health Care,False,2026,2026-02-03,2026-02-05,26.3255,16.18,2.316,8.0,10000.0,False,2.429,time,42,False,False,242.9
PNW,Utilities,False,2026,2026-02-25,2026-02-27,98.7643,162.15,2.154,8.0,10000.0,False,3.964,time,42,False,False,396.43
PNC,Financials,False,2026,2026-01-16,2026-01-21,220.3969,15.36,2.142,8.0,10000.0,False,-3.706,time,42,False,False,-370.57
PWR,Industrials,False,2026,2026-04-30,2026-05-04,749.4854,44.56,3.024,8.0,10000.0,False,-8.287,hard_stop,28,True,False,-828.71
ROK,Industrials,False,2026,2026-02-05,2026-02-09,408.7751,16.83,3.366,8.0,10000.0,False,-9.806,hard_stop,25,True,False,-980.55
SNDK,Information Technology,True,2026,2026-01-29,2026-02-02,588.81,74.97,7.539,15.079,5305.47,False,2.851,trail_stop,2,False,False,151.26
STX,Information Technology,True,2026,2026-04-28,2026-04-30,654.7132,16.76,5.089,10.177,7860.59,False,12.05,trail_stop,18,False,False,947.16
TPR,Consumer Discretionary,False,2026,2026-02-05,2026-02-09,150.6547,20.72,3.529,8.0,10000.0,False,-4.411,time,42,False,False,-441.14
TGT,Consumer Staples,False,2026,2026-05-20,2026-05-22,127.49,17.31,3.899,8.0,10000.0,False,4.965,trail_stop,39,False,False,496.48
TER,Information Technology,True,2026,2026-02-02,2026-02-04,283.4843,30.11,4.376,8.752,9140.35,False,8.183,trail_stop,27,False,False,747.93
TXN,Information Technology,True,2026,2026-04-22,2026-04-24,286.3749,24.41,3.119,8.0,10000.0,False,4.922,trail_stop,38,False,False,492.22
VRT,Industrials,False,2026,2026-04-22,2026-04-24,327.9318,15.67,3.924,8.0,10000.0,False,5.717,trail_stop,24,False,False,571.75
