ticker,sector,is_it,year,earn_date,entry_date,entry_price,surprise_pct,atr_pct,v0_return_pct,v0_exit_reason,v0_holding_days,v0_stop_fired,v0_stop_first5,v0_return_dollar
TSN,Consumer Staples,False,2024,2024-05-06,2024-05-08,55.0723,56.81,2.268,-3.878,time,43,False,False,-426.62
UBER,Industrials,False,2023,2023-05-02,2023-05-04,37.48,111.86,3.737,13.792,time,42,False,False,1517.15
UBER,Industrials,False,2024,2024-02-07,2024-02-09,71.43,115.9,2.663,11.547,time,42,False,False,1270.12
UBER,Industrials,False,2024,2024-10-31,2024-11-04,72.75,125.2,3.222,-10.337,hard_stop,31,True,False,-1137.04
ULTA,Consumer Discretionary,False,2022,2022-05-26,2022-05-31,421.5,40.66,5.088,-8.446,hard_stop,28,True,False,-929.06
ULTA,Consumer Discretionary,False,2023,2023-03-09,2023-03-13,516.29,19.23,1.861,6.026,time,42,False,False,662.83
VLO,Energy,False,2022,2022-04-26,2022-04-28,96.9024,40.32,3.8,8.448,trail_stop,11,False,False,929.28
VTR,Real Estate,False,2024,2024-08-01,2024-08-05,52.4684,92.0,1.674,14.497,time,42,False,False,1594.62
VTR,Real Estate,False,2025,2025-10-29,2025-10-31,72.7143,51.89,2.163,5.131,time,42,False,False,564.41
VRT,Industrials,False,2023,2023-08-02,2023-08-04,34.8336,59.38,4.112,7.281,trail_stop,40,False,False,800.88
VRT,Industrials,False,2024,2024-04-24,2024-04-26,92.6168,19.82,6.329,6.162,trail_stop,21,False,False,677.78
VRT,Industrials,False,2025,2025-10-22,2025-10-24,186.697,25.02,5.668,-12.422,hard_stop,20,True,False,-1366.39
VST,Utilities,False,2023,2023-08-09,2023-08-11,29.7123,42.68,2.244,9.442,time,42,False,False,1038.59
VMC,Materials,False,2023,2023-08-03,2023-08-07,222.8051,19.57,1.968,-6.91,time,42,False,False,-760.07
WRB,Financials,False,2022,2022-04-25,2022-04-27,40.7151,16.76,2.178,5.075,time,42,False,False,558.22
GWW,Industrials,False,2022,2022-04-28,2022-05-02,484.2473,15.53,2.94,-8.642,hard_stop,9,True,False,-950.59
WAB,Industrials,False,2024,2024-04-24,2024-04-26,161.2463,27.38,2.275,0.21,time,42,False,False,23.13
WFC,Financials,False,2024,2024-04-12,2024-04-16,54.0606,15.7,1.878,6.757,time,42,False,False,743.25
WFC,Financials,False,2024,2024-10-11,2024-10-15,60.5736,18.08,2.477,19.108,time,42,False,False,2101.87
WELL,Real Estate,False,2023,2023-10-30,2023-11-01,79.3701,45.82,2.121,9.135,time,42,False,False,1004.9
WST,Health Care,False,2023,2023-04-27,2023-05-01,358.6544,18.84,2.569,-1.186,time,42,False,False,-130.47
WSM,Consumer Discretionary,False,2024,2024-05-22,2024-05-24,139.9251,50.7,4.328,4.739,trail_stop,32,False,False,521.27
WDAY,Information Technology,True,2023,2023-05-25,2023-05-30,217.37,16.62,2.92,1.997,time,42,False,False,219.63
XEL,Utilities,False,2025,2025-07-31,2025-08-04,71.5634,16.29,1.654,-0.2,time,42,False,False,-22.05
AES,Utilities,False,2026,2026-03-02,2026-03-04,14.0073,33.04,4.549,1.904,time,42,False,False,209.45
BKR,Energy,False,2026,2026-04-23,2026-04-27,69.7667,90.5,3.173,-8.939,hard_stop,10,True,False,-983.33
CASY,Consumer Staples,False,2026,2026-03-09,2026-03-11,688.7521,16.64,2.709,12.395,time,42,False,False,1363.41
FIX,Industrials,False,2026,2026-02-19,2026-02-23,1461.6676,38.71,5.201,-12.527,hard_stop,11,True,False,-1378.01
CVS,Health Care,False,2026,2026-05-06,2026-05-08,88.0,16.48,2.768,5.402,trail_stop,18,False,False,594.17
DVA,Health Care,False,2026,2026-05-05,2026-05-07,194.32,23.18,3.401,6.994,time,42,False,False,769.3
DELL,Information Technology,True,2026,2026-05-28,2026-06-01,426.15,63.99,5.633,-10.412,hard_stop,8,True,False,-1145.3
EME,Industrials,False,2026,2026-04-29,2026-05-01,899.9,17.1,3.183,-8.121,hard_stop,28,True,False,-893.3
FDX,Industrials,False,2026,2026-03-19,2026-03-23,293.0177,25.52,3.175,2.018,trail_stop,42,False,False,222.01
BEN,Financials,False,2026,2026-01-30,2026-02-03,26.4247,23.96,2.675,-12.223,hard_stop,37,True,False,-1344.54
GEV,Industrials,False,2026,2026-04-22,2026-04-24,1160.4271,771.56,3.502,-8.433,hard_stop,5,True,True,-927.64
GNRC,Industrials,False,2026,2026-04-29,2026-05-01,260.02,25.68,3.9,-8.042,hard_stop,40,True,False,-884.59
HAL,Energy,False,2026,2026-01-21,2026-01-23,34.4161,26.32,3.974,-1.483,time,42,False,False,-163.13
HAS,Consumer Discretionary,False,2026,2026-02-10,2026-02-12,105.1649,59.28,2.646,-9.314,hard_stop,21,True,False,-1024.53
HSY,Consumer Staples,False,2026,2026-02-05,2026-02-09,228.9056,21.77,2.699,-8.708,hard_stop,38,True,False,-957.83
HPE,Information Technology,True,2026,2026-06-01,2026-06-03,54.0219,195.76,6.331,-9.192,hard_stop,2,True,True,-1011.07
IRM,Real Estate,False,2026,2026-04-30,2026-05-04,125.9588,15.76,2.845,0.255,time,42,False,False,28.05
LITE,Information Technology,True,2026,2026-02-03,2026-02-05,436.22,18.56,9.011,42.795,trail_stop,26,False,False,4707.46
PFE,Health Care,False,2026,2026-02-03,2026-02-05,26.3255,16.18,2.316,2.429,time,42,False,False,267.19
PNW,Utilities,False,2026,2026-02-25,2026-02-27,98.7643,162.15,2.154,3.964,time,42,False,False,436.07
PNC,Financials,False,2026,2026-01-16,2026-01-21,220.3969,15.36,2.142,-3.706,time,42,False,False,-407.63
PWR,Industrials,False,2026,2026-04-30,2026-05-04,749.4854,44.56,3.024,-8.287,hard_stop,28,True,False,-911.58
ROK,Industrials,False,2026,2026-02-05,2026-02-09,408.7751,16.83,3.366,-9.806,hard_stop,25,True,False,-1078.61
SNDK,Information Technology,True,2026,2026-01-29,2026-02-02,588.81,74.97,7.539,2.851,trail_stop,2,False,False,313.61
STX,Information Technology,True,2026,2026-04-28,2026-04-30,654.7132,16.76,5.089,12.05,trail_stop,18,False,False,1325.45
TPR,Consumer Discretionary,False,2026,2026-02-05,2026-02-09,150.6547,20.72,3.529,-4.411,time,42,False,False,-485.25
TGT,Consumer Staples,False,2026,2026-05-20,2026-05-22,127.49,17.31,3.899,4.965,trail_stop,39,False,False,546.13
TER,Information Technology,True,2026,2026-02-02,2026-02-04,283.4843,30.11,4.376,8.183,trail_stop,27,False,False,900.1
TXN,Information Technology,True,2026,2026-04-22,2026-04-24,286.3749,24.41,3.119,4.922,trail_stop,38,False,False,541.44
VRT,Industrials,False,2026,2026-04-22,2026-04-24,327.9318,15.67,3.924,5.717,trail_stop,24,False,False,628.92
